shelterId,no,capacity,occupancy
973,Y9YX,2,1
655,5507L,3,1
877,Y980FV,3,1
19,6,4,4
180,BW048M,2,0
284,7,4,4
816,JG3416JC,4,0
67,U9KJ,3,1
887,KO458R,2,2
808,8633V,3,0
317,889I,2,2
995,A082K,2,2
711,G3W,4,1
775,523BT,5,1
129,D802,4,0
263,Q8,1,1
543,5009,3,2
761,1956CL,5,5
805,S4430,5,5
913,XZ8421,2,0
489,T3IC,1,1
434,KB02QB,5,3
26,WA202,1,1
717,0813BP,4,4
538,432VI,3,3
674,C95,1,0
1,NS59,4,2
221,QS54A,1,0
744,8,4,2
125,568,2,0
796,Z1,3,0
541,PJ5128UN,1,1
701,X931C,3,2
330,710IU,1,1
74,QI765M,5,0
391,7183,2,0
10,533BL,2,0
61,S995GH,4,2
444,K7642RI,3,0
41,B836FQ,1,0
572,YW57J,2,0
922,GB1817,1,0
500,JK2S,4,2
200,B147O,3,1
662,A03PY,1,1
402,5D,2,1
845,YR913VG,1,0
974,XZ11Z,1,0
593,IT4HG,4,1
93,M2F,2,2
471,843O,5,2
570,037M,4,2
941,LU7421,3,3
261,LG87S,3,2
750,XG92NK,3,0
496,FM176ST,3,2
941,C028W,4,2
929,U636,3,2
781,617RO,3,2
412,VS3,4,0
144,X286TC,4,4
384,J5413,1,0
206,FN2UD,1,1
60,RV3A,1,1
426,48,3,1
770,611,1,1
871,HJ288,4,0
932,HK407U,5,0
285,762GR,2,0
687,304PM,2,1
643,085,4,1
555,T766ZH,1,0
270,IY71PQ,4,2
114,NM59,2,0
989,BR86N,4,2
197,Y9290O,1,1
788,E0MP,3,0
845,642B,1,0
86,59,2,1
384,G0491KE,4,1
541,D1840WQ,5,1
335,OK78,4,0
784,2963,5,4
939,RS244YT,4,0
819,EU8K,1,1
732,WX66Q,1,0
685,46C,3,3
208,DZ566SV,3,2
483,F0F,5,1
403,YU93DJ,4,4
844,Y1079,5,0
568,981,3,1
588,KC399A,2,0
88,L29D,2,0
638,L529VA,3,3
840,J2YG,5,1
596,16OH,4,1
772,0U,2,2
716,639S,4,3
986,WG83RC,3,2
99,IB22,1,0
128,OU6,1,0
691,8358N,5,4
796,S590R,3,2
297,VZ0VW,5,5
691,F994,2,2
725,SW1626,2,1
243,8HI,5,1
77,L2LJ,2,2
54,VG718,1,1
718,5700,2,1
471,ND9HC,5,0
302,T09ES,4,0
472,OL8591MU,4,3
952,08,2,2
624,NP65WH,2,0
565,7NO,1,0
746,555,1,1
602,F788,2,0
274,F1980,1,0
944,CQ737S,5,0
367,TI8399L,1,1
97,JS183H,2,0
898,Y3,2,0
417,TA81E,2,0
394,YX2PJ,4,2
650,N847TS,5,4
841,Y5022WA,2,1
106,968J,4,1
473,V51,5,2
545,65,3,1
104,1282QK,2,2
34,HX38VK,1,0
284,IE490T,3,2
322,C193,2,0
510,J841D,4,0
588,BA2,4,4
886,WA0941Q,4,4
608,A8,1,0
6,C28LK,4,2
686,YE1AS,5,1
613,NH39Z,4,1
877,5,5,0
315,PR86,5,2
715,VF82WC,5,1
907,84F,1,0
923,300K,1,0
766,R55JU,2,1
613,44Z,5,2
857,S073,3,1
195,ZS7842QU,5,0
149,0Z,2,0
362,26ZC,5,0
855,6216K,1,1
233,EH3095,5,3
190,KV8F,3,3
730,1241PL,3,1
331,U3512,2,0
941,PX49X,5,5
441,R499Q,2,2
424,155C,2,1
111,WZ87X,1,1
794,2ZG,5,2
859,S603VD,2,0
239,JG0257,5,4
95,YD6RO,1,1
764,Y9JS,5,1
689,70A,3,0
92,M14TQ,3,3
160,2150XP,4,1
725,IY463Z,4,3
946,Z2R,3,3
320,EY0QW,2,0
109,WS121LI,3,0
742,XW1263,1,0
987,J3B,2,0
777,75P,3,0
532,HV6G,4,2
522,415VL,2,1
887,WP8914TO,5,4
774,7631K,1,0
538,P693,3,0
426,H3GM,2,1
230,30,2,2
34,J4H,3,0
510,MH4,1,0
1,Q305,1,1
353,2,1,1
190,25,2,1
882,MI3719MC,3,0
62,ST68U,3,0
655,GI31ZJ,4,0
452,OF1SM,3,3
587,A70O,2,0
382,VY7814L,4,4
105,2,5,0
521,9EC,4,0
754,K4583EO,3,0
116,6786BV,1,1
154,7SX,1,1
438,NI7KZ,5,4
273,K5116,5,4
903,6LM,3,3
156,248H,1,1
549,4867,4,0
486,7421L,2,0
183,46CT,3,2
956,O72U,1,1
323,P46Z,1,0
268,O9398,4,1
390,02H,3,0
885,EQ6,2,1
65,G2489J,1,0
432,DL78,3,1
709,N389V,5,4
907,N28S,5,3
640,AN741O,5,0
333,3M,1,0
629,R9QH,3,3
270,AE8TB,1,1
247,6655,3,1
940,EO6232M,2,1
923,3N,4,4
440,GP165Z,1,1
334,W2,5,5
414,G033,1,0
818,ZA0746F,2,0
901,Y57,3,3
733,9C,2,2
287,OS6VU,5,3
982,846,5,0
630,3210Y,3,0
870,B0877,4,3
577,VT46SO,4,1
239,141MO,4,3
825,M818V,1,0
293,AP6PX,1,1
210,E80K,2,1
826,A3Z,1,1
133,Q4ZM,4,2
809,9900,2,0
259,C53E,2,1
436,K34N,5,4
473,U372Z,1,1
595,E338OZ,2,1
645,14G,1,0
211,YF1996,5,3
517,JQ863Z,5,2
136,WJ2EO,2,0
170,0411G,5,4
678,RG8FI,3,1
763,F2859,1,1
560,C6946,4,0
186,OW558,3,1
577,304R,4,4
599,WL84Z,1,0
348,DB05,1,1
484,3R,1,1
547,221U,2,1
519,IP494,3,2
612,924C,3,1
392,PU7Q,1,1
369,KY409K,5,1
11,L520O,3,0
231,Q70,5,2
226,N3Z,1,0
773,N8ZH,4,4
150,V1856,5,0
778,UP4XV,2,2
998,C126G,4,4
785,H3X,2,2
701,32JD,1,0
693,L2310,3,3
652,94EM,5,5
402,OE127HJ,4,3
676,LT4755O,5,0
797,628,1,0
86,AR07PS,2,2
125,W898KH,4,3
224,ET5524,4,1
16,019O,4,0
327,H2US,5,1
524,64,3,2
421,0P,4,2
7,WD17,4,4
856,8,5,2
870,137NP,1,1
773,PE078CA,1,1
845,A827,1,0
183,I568C,3,1
360,AO9678OA,1,1
616,YE2851NW,1,0
688,R188H,3,0
857,E6951,4,4
469,01F,2,0
432,HG394,3,0
906,SH027P,2,2
78,5178,2,2
760,GV53F,5,2
621,PE375K,5,4
943,O921F,4,4
765,D6,3,3
191,08A,2,1
197,OX002W,5,5
453,C924TY,5,3
854,W7677QP,5,5
359,R5,3,1
693,6269L,5,1
534,G0RJ,3,3
6,I7825,3,0
324,785W,1,0
331,X8454Y,4,3
45,ZD2989Q,3,2
441,ND89,5,4
813,G31GB,2,0
202,Q1797YO,4,1
213,799YT,2,0
6,EN03SE,3,1
398,9C,3,3
126,U3445,5,3
995,F79B,2,2
674,O7082HB,1,0
103,278LH,1,1
233,C5861LC,5,3
368,31,3,3
95,X1YM,4,1
305,EU804R,4,3
719,3865,3,2
429,3477J,3,2
717,FZ3208,1,0
813,UR695WD,4,0
195,3ZD,5,4
725,25CD,3,0
254,M8X,4,2
686,J79Q,4,4
164,525UK,4,4
382,FB38PT,2,2
338,U58TR,4,4
359,NB636,1,0
113,M5MY,5,4
441,XW99,1,1
135,9,3,1
411,JK816,4,1
805,H7W,2,2
759,HZ958IV,2,0
484,LJ3W,2,2
209,C128ZK,4,4
23,U8369,5,1
217,V7,1,0
942,H091,4,3
714,N9YS,3,2
852,S2FT,4,0
255,DY4I,4,4
887,J1IQ,3,1
677,L9,5,2
713,PX9Q,4,3
656,NT8997,1,0
269,QA29UE,5,5
418,D3616OR,5,1
966,OI667,3,0
143,P49RK,3,2
625,V68IX,5,0
933,X810JI,2,0
403,Q14C,2,1
139,M7124,1,1
812,A78,2,1
52,WM361WB,5,5
977,QD8268QJ,3,1
940,1018SX,1,1
852,I5AQ,4,2
661,IO0SB,2,2
252,62,3,0
57,0238M,2,1
861,G6926KL,1,1
178,FZ99,4,2
235,98,2,2
806,9135,5,5
312,R4,5,2
346,590M,4,2
536,LU95C,1,1
952,JD4A,1,1
368,G2TH,3,1
558,207,1,0
262,Y4,5,0
872,BO434O,3,1
105,336,4,2
638,8630,3,2
115,O106,3,0
182,959X,3,2
186,K1,2,0
354,T0WV,2,2
924,8K,4,4
111,2B,3,1
906,502,4,3
67,456,2,0
692,AV448IB,1,0
967,6385A,4,0
777,L98,3,0
568,U54OH,1,1
453,8511,1,0
12,080V,5,4
653,V8028T,4,1
671,339,5,1
353,B367LT,4,3
377,D64Z,4,2
75,0Z,1,1
458,VA3559XB,3,2
757,O078U,3,0
907,VG4E,1,1
23,WU0OI,3,2
332,WP71A,3,1
364,045GF,5,1
176,D58,5,0
99,4M,5,5
114,3865IO,2,2
609,WV3N,5,2
530,BJ73,5,2
163,32VN,2,2
355,9,2,0
204,2,1,1
39,23V,2,0
883,AT9,4,1
831,983EG,3,1
120,A21P,3,2
887,B4,5,2
587,A2722,2,2
748,DC0900JC,5,1
989,Z757Y,3,2
155,GO5VR,1,0
870,LS56,5,3
26,PS2C,3,2
657,K4,3,1
331,H05S,3,0
925,D013FD,1,0
274,M2JK,5,3
804,KP156Z,3,3
992,3Z,2,0
817,CU4O,2,1
6,R47V,2,2
268,UN1636AW,1,1
989,03KS,3,2
337,6B,2,2
889,GF6M,3,1
726,AZ6464O,4,0
477,N185F,2,0
305,Z84,4,2
922,7,4,0
375,NV3473ZG,4,1
366,Z568,3,2
27,7U,2,1
222,RB4AN,1,0
964,AE22JO,2,1
82,6645EZ,5,2
341,1489,2,2
754,Z83YW,1,0
22,JA2C,1,0
855,LV72XP,1,0
414,79F,5,0
240,IE3X,3,2
919,GF1133R,1,0
576,1057,4,3
817,I02FZ,3,0
383,ZB2593,3,3
179,BU3G,1,0
936,47P,3,3
535,TZ217OG,1,0
294,TY8505AN,5,3
996,EA433AU,2,0
299,136TB,3,1
223,74BA,5,5
566,AP60WZ,2,0
377,ZY5,3,1
727,897F,3,0
636,V1S,1,0
52,VY6P,2,0
801,N084J,3,3
899,C2X,1,1
461,LV204,1,0
81,EM916B,1,0
451,8961X,1,0
899,VA6511XV,5,2
112,V624MN,2,1
872,2NK,4,3
402,NY028,5,1
197,F4641,2,2
310,D5484TD,4,4
506,A9,2,1
141,0235,5,2
865,F347G,1,0
710,G484T,5,1
681,VJ150M,1,1
216,K877,3,2
117,S9SR,5,2
226,70N,5,2
925,9WO,1,0
442,UK351,5,1
177,85,4,2
717,T074,2,0
694,EQ6,1,0
984,T340LN,5,5
412,N2397,1,1
726,2615K,1,0
366,8986R,5,0
39,970P,5,2
433,3GP,4,0
890,1LT,3,3
75,MV121P,2,0
319,V9431Z,1,0
168,DL7257T,5,5
272,542WJ,3,1
683,T54CN,4,1
959,S3674,2,2
238,XK65A,5,1
307,KE0396U,4,2
554,D3TY,4,4
86,4M,2,2
975,278PC,3,3
243,6A,3,1
723,2656M,2,2
282,SQ9L,1,0
147,D34V,4,1
919,AS9GF,3,0
814,G9876,5,0
14,3933G,2,1
56,07GD,5,0
462,1AW,4,2
341,9916JZ,3,0
264,Y32,5,1
64,NR6,2,0
605,87HC,3,2
167,JF769GY,2,1
944,TQ82SO,2,1
692,H910U,3,2
422,MY86R,1,1
868,56TD,2,0
279,WB4177I,2,0
217,PR22HI,3,3
35,JK3V,4,2
493,9910X,3,3
269,0,3,3
893,PL623OU,2,2
205,809,1,1
482,ZP07E,3,2
454,RY1V,1,0
870,317,3,1
598,T212DV,4,2
742,IK936,5,3
113,F5,5,4
194,2M,2,1
497,CT946,3,2
432,996,3,0
367,KL3900FB,5,2
915,Z070,5,3
815,G72E,1,0
332,727,4,3
761,FZ515WU,1,0
784,NG4335,1,0
715,T47,2,0
865,S79,3,0
89,P6H,1,1
236,0R,3,3
42,V6MD,4,0
920,XG5492A,3,3
71,Q3IG,2,2
960,Y5,1,0
436,VY7D,5,2
402,EK24B,5,2
198,30J,4,0
46,X574,5,5
451,1AW,1,0
138,LF30DE,3,2
671,YU1447,1,0
453,IX6085,1,1
937,X7K,1,1
389,NS4,3,1
54,4,1,1
211,4416UK,3,3
618,BJ9,2,0
364,QY0,5,2
458,C6,4,1
93,VK9836FK,3,0
626,VP9S,3,3
635,XH0KE,1,0
773,1352NZ,2,2
777,Q4194ZL,1,0
77,C63U,1,1
10,VK7892VO,4,3
48,SC2191DY,1,1
717,PQ8,4,2
696,2142,1,0
529,F1D,3,2
963,61UW,1,0
284,HN126EN,3,2
521,MU2379,1,1
568,UH6A,1,0
202,HU5W,4,4
466,A7XD,2,2
436,MC9M,3,2
774,MN182S,2,0
8,165,1,1
996,R0KL,3,0
47,O0QI,5,3
269,9PL,1,0
380,IY9CG,2,0
934,A8,1,1
53,D1629V,5,1
997,U0KC,2,2
750,H867,1,0
363,9T,4,1
723,CM4CH,4,1
46,2966,3,3
988,N9797Z,2,1
221,TY517DR,5,2
833,859A,5,5
776,Q944M,4,1
199,M2140,5,5
95,AO5A,4,0
139,M5J,1,1
743,P1,3,3
270,AU11,2,1
20,PN810SZ,4,1
504,S0IA,5,1
646,O64,2,1
130,X67S,2,2
287,5Y,1,0
17,FI647,3,2
244,57S,5,2
950,QX511CV,3,2
422,914RB,2,2
684,IU1QM,3,2
138,VE754NZ,3,3
87,7385,5,2
337,YG811,4,2
709,4989B,3,3
209,0QG,2,2
383,D7B,5,0
514,G7U,2,1
400,Y2XZ,5,0
611,ZD494K,3,3
28,JS54OY,4,3
134,Y5,4,1
703,7325J,2,2
928,311D,4,0
439,AW9270I,2,2
101,O661VL,3,1
472,8M,1,1
280,P3O,3,0
938,J813KM,5,3
544,DO4X,3,3
725,S8622B,1,1
587,FQ871RV,5,0
492,EF1457,4,1
87,0L,3,0
291,TR55CE,5,2
525,CG2,5,3
398,NG8511B,5,0
726,G1B,5,3
277,30FY,5,0
631,G338,3,1
150,YG1521,3,1
174,JB8962,1,0
743,Y7,4,1
685,MF4557SZ,1,0
909,7MR,4,2
320,HY715KR,1,1
244,A58ZR,5,3
487,H49EU,2,1
238,82ZV,5,2
609,S340C,3,1
48,YI1D,4,3
906,5,3,0
982,H56SG,4,4
719,N3426F,3,0
13,KS000A,4,0
394,51U,5,5
359,AD414LX,2,0
188,D0619,4,2
411,YJ09,1,0
273,DY03Y,5,4
41,63WY,2,1
982,865,5,5
410,S7249P,1,1
81,8623,1,0
970,25,1,1
704,G7982PD,1,1
640,7,4,3
941,83XR,3,0
346,JL9548SJ,4,3
763,EF551Z,4,0
81,E303K,1,0
11,UD69JN,2,2
383,7,5,4
974,AY21LD,2,0
134,011,4,3
408,5,3,3
351,F173NZ,2,2
378,9161CM,2,2
847,337,2,1
266,5ON,5,2
440,VI9OS,2,2
146,6V,2,2
567,L40,5,1
968,SZ056B,1,0
3,TY2322FT,2,0
651,M3032FR,1,1
209,UL336,3,0
88,1035,4,2
173,MB974H,5,4
688,048E,3,0
71,C980K,4,4
513,EZ6,4,2
685,5LK,4,2
358,QN4FP,1,1
596,H7194F,4,0
25,WG2006,3,2
424,A8285Z,4,3
515,J5340BR,1,0
598,P90B,5,2
955,44,1,1
9,WQ9,2,2
261,4037Z,3,3
722,JT086UB,5,0
675,DA6V,1,1
610,D8,2,0
894,3QO,2,0
29,NE8195,1,0
720,ES042I,2,2
14,D76,3,2
184,9,3,2
885,0095,3,1
103,WK4954SV,2,0
325,QP4541AW,4,4
264,OD96UW,1,1
971,57,4,0
843,UV944KA,5,5
148,QB9,4,0
678,H038,4,2
6,2OQ,4,0
980,15QL,4,4
972,862W,4,2
97,XR4,4,3
286,WS8D,5,4
704,L4,5,5
176,6L,1,1
468,H5307C,4,0
504,VZ097,4,3
947,I28GX,5,2
796,U9470,2,1
887,FZ28N,3,1
372,WV922T,4,4
323,3573JM,2,1
889,4001,1,0
630,5PS,2,0
196,Y0208,5,2
141,H9373B,4,2
105,9G,1,1
2,9106C,3,1
519,20,2,0
184,R536T,4,1
249,637D,5,4
691,LD453FI,2,1
219,IV709QX,4,4
203,W48SH,3,1
508,B1195OC,1,1
620,9O,3,2
68,49,1,0
16,4,5,3
1,6,3,1
564,58XF,1,1
282,VH4301U,3,1
212,J0742,4,4
38,1856G,3,2
235,CR938L,2,1
955,AZ6566Q,4,1
687,I22RD,1,0
120,EG2150,2,1
130,M7T,1,0
460,O170MP,2,1
343,637WF,4,0
613,463L,1,1
567,YR005M,3,2
563,E8GY,3,3
96,01EZ,5,2
827,K6W,1,0
375,1098K,1,1
214,LY7358DZ,5,1
195,506C,2,0
516,PN0474,3,3
443,O80,1,1
864,30Q,3,3
407,EP8ZV,4,3
677,AK3Y,5,0
82,XR3202,3,0
925,4392IO,4,3
677,S8350E,1,0
940,7DS,4,1
253,G9344TC,2,2
399,U6X,2,2
445,Z256,1,0
632,MS9839,2,1
102,5937DB,3,3
893,2S,4,3
959,C3853,1,0
517,Y0895WZ,3,3
824,D5,4,2
957,99BQ,2,1
764,VW945B,4,0
393,XU628,5,0
986,CU645N,5,4
229,Y245RO,1,1
987,Y3959,3,1
833,EZ896N,4,2
64,QA1570,2,2
18,6,3,0
294,D50RH,1,1
890,MI86WO,2,1
925,Z9,1,0
84,P72,1,0
506,007EG,2,2
857,J24S,5,4
762,S801,2,0
701,J3M,4,1
906,DM98Q,3,1
525,L84U,5,1
919,GM90AO,3,2
386,5892,1,1
598,AU4246YT,5,5
672,OL52B,2,1
468,LD68D,2,0
556,820G,1,0
857,QJ2308GX,5,1
234,FK2671ZT,3,1
432,ZT018,1,1
783,7L,2,1
991,LR06,2,0
433,U41SH,4,2
333,J9,3,0
777,P2846G,3,3
400,Z434E,4,3
934,JC6I,1,1
767,223EA,2,1
8,PZ765W,1,1
85,Y8I,2,2
956,D0199,5,4
708,L1471A,3,2
107,D4,3,3
31,06MO,2,1
924,99WQ,2,2
585,4661P,4,2
870,6769FS,2,1
699,F3805YR,5,0
211,510,2,2
636,I432MG,3,0
568,RD3405BE,5,0
603,M24B,2,0
660,YO9,5,1
253,IZ9184,3,3
326,U857,4,0
984,5446,4,1
635,HI160R,4,2
999,L2,4,2
135,2291T,3,3
624,6835EB,3,3
764,D7,5,0
556,HA4459EX,2,0
210,AE04U,5,1
967,D3MF,5,3
414,D73F,4,0
881,6372MH,5,0
341,SI7597S,2,1
862,H4O,1,1
615,N67Q,3,3
838,8289N,1,0
218,23X,1,0
388,038DJ,4,0
306,Y03JP,3,3
924,ZK3737V,1,1
569,0278,5,2
474,C8J,1,0
966,N250J,1,1
867,JR1831,2,0
783,H8JW,4,4
532,F357OU,5,5
557,I332ZX,2,1
296,84AW,1,1
879,J034Z,4,0
540,N168,2,1
793,7859,5,3
912,ZN63T,1,1
864,RV1B,4,0
527,X8R,3,0
658,PI0649,1,0
685,85N,3,3
234,4149Q,3,0
384,Y082,1,0
369,OL034YS,5,1
524,B26Y,1,1
62,816SC,4,4
721,1NF,2,1
187,225,1,0
627,244,4,2
850,23Z,2,1
381,Z64,3,1
549,T2N,4,0
689,6,4,4
750,4AR,5,5
841,CA715XY,4,0
906,5169,1,0
273,42H,5,4
247,55HG,2,0
14,TR39W,1,0
806,P525,1,0
137,3786,1,1
690,1579I,5,2
23,C3913H,2,1
824,C4002,1,0
440,Y5,2,1
130,T314,4,0
127,R56,4,0
761,R141,3,1
695,948,1,1
3,Q45,2,0
325,F186RI,2,0
19,E2359W,2,2
597,PN8439,2,1
614,2101MS,4,1
905,O30EW,1,0
59,97L,1,0
309,LE7550,1,1
653,8Q,1,1
451,O682P,4,4
752,XF0872,1,1
252,SD55,1,0
774,L15SZ,2,1
625,X342,3,2
881,PJ8T,2,2
763,975,4,4
836,0,3,2
646,ZD0739,4,2
648,210V,5,4
650,UL206,5,5
588,I2,5,0
862,506H,3,0
168,J9,1,1
805,Q2855,2,1
700,N4,1,1
411,3974D,4,4
809,C9397GQ,3,0
748,9873U,2,1
101,OF9549HN,4,2
308,E640Q,3,1
171,557V,3,2
146,QJ5336V,5,1
602,ET30TU,4,2
834,FI4639,1,1
652,IG9951,2,0
588,7N,3,3
187,3VH,1,0
741,7045FI,5,2
736,K74,2,1
630,IU4974WL,3,0
238,346ZX,4,3
357,904,1,1
261,P6104J,2,1
967,4729FA,3,2
344,D56,5,3
278,X7174OP,5,4
914,B6060,3,1
338,UJ43U,5,3
114,V73,2,1
851,G88W,5,1
767,NT170,3,3
498,31,3,3
53,WF4,2,0
714,6254DI,2,1
403,ZW5IK,5,0
906,DP020EV,3,0
727,1FJ,5,2
781,X399V,1,1
312,68,3,0
346,AC37S,3,2
282,I9YE,2,2
745,S2Q,3,2
800,HL3C,1,1
335,U0D,4,1
857,9O,2,1
46,W0993I,1,0
72,F10H,5,2
975,7338,3,2
947,865DF,1,1
706,1767D,2,0
696,DQ76XK,2,1
745,I880,5,2
306,S92BW,5,5
753,27M,1,0
994,92UI,1,1
758,1Y,3,1
665,O6430DZ,2,1
503,V640ZQ,2,0
110,A0CH,2,2
155,F72J,5,4
747,8W,1,1
171,LF7OM,2,2
924,I9320,2,1
363,UL35,1,0
342,E9SQ,3,1
847,1188L,2,2
716,0,3,0
100,Q66OA,1,1
158,3833,4,4
996,12,1,1
921,33,1,0
949,60E,1,0
203,A21M,1,0
901,CU3118,2,2
275,G11GH,2,0
652,9,5,0
888,SJ76W,2,1
34,JG3,3,2
304,AU7,5,4
869,7BK,5,3
12,R5250Q,5,0
77,60PQ,2,0
753,A5JU,4,2
140,8EN,2,0
783,OW46ZC,3,3
822,JY717VS,3,0
110,WZ1470E,5,5
876,P0,5,2
837,698,4,1
123,P76,4,1
917,SM0IS,5,3
569,UV81,1,0
861,JN72YC,4,3
463,OM690,5,3
268,V69HN,2,1
80,L28KB,5,4
586,QH059,3,0
336,QA5149,2,1
60,BT3692,3,3
292,191D,4,3
246,Z95,4,1
476,5,2,1
223,FT7655F,5,2
611,R1373RB,2,0
303,3LZ,4,4
548,16,1,1
132,XE1C,2,0
152,870UH,4,2
835,178HE,4,3
724,JS7732DS,4,1
888,J4V,1,0
274,V82PK,1,1
667,X905,4,0
471,617,3,3
589,KS2678Y,5,0
935,392,4,1
610,V6541,5,1
318,110,5,3
116,61XN,3,0
171,G1933G,2,1
256,76HD,4,3
415,46YV,1,1
268,8692PL,2,2
412,NL3ZD,1,0
547,J554Z,4,1
761,BA5,3,3
223,1X,2,2
298,X474H,4,3
487,3,2,1
73,CY8122,5,2
202,O74YG,4,0
719,BA302G,5,3
589,A87QH,4,3
308,AZ361,5,4
795,Y1277,1,1
964,7448BV,5,3
996,FR715,5,4
678,XJ78,3,2
474,183TP,2,1
329,8595M,4,3
62,S701A,2,1
224,RF4L,5,5
67,05U,5,1
835,H5321,3,1
91,KA9344B,2,0
688,83C,4,0
654,PF4GA,4,4
22,76,1,1
169,9541,2,2
909,LT349,4,1
805,4,5,1
390,B224,2,1
893,2138,1,0
797,TP944AU,5,4
211,644,1,0
466,DN485YL,2,1
196,3,1,0
634,YR6Z,1,0
693,627,4,4
517,679,5,5
205,BP75H,5,2
545,X67G,5,4
752,WC049M,5,2
152,TJ29FH,5,4
259,J182D,4,3
149,AP2985D,3,3
312,YV1J,4,4
420,DZ878,1,0
445,US04I,2,1
299,BZ5898,5,5
122,5028G,1,1
862,4493,5,1
111,W9,4,3
401,I0K,5,4
751,F0976,1,1
581,H6859PG,1,0
831,H667,2,1
737,L3511,3,3
228,JG5263M,5,0
720,U107LF,3,1
296,78JB,2,2
8,U1S,2,1
141,X19N,3,2
76,G924NG,1,1
276,8869UR,5,2
24,CV4690PK,1,1
220,SW884,3,1
183,2WS,3,2
212,33Z,5,1
788,IC7R,5,5
651,79E,5,2
252,H583,4,0
901,Q2,5,0
139,XD8,1,1
216,FO964,1,0
273,223VB,3,3
322,J754,2,0
703,Y24,4,2
869,S4659T,4,4
514,JG770,5,5
606,A73AR,1,0
646,K88,1,1
243,VL0Z,5,0
356,YH45CF,3,0
228,DX254J,4,0
478,0T,2,1
147,LG7234C,4,2
773,RG84HX,5,2
522,5AN,3,0
249,S72RJ,5,5
741,QX747M,1,0
1,N845,4,3
633,92,2,2
23,J84MZ,1,1
149,836A,1,1
142,2008JN,4,0
849,U8,1,1
841,OF4J,2,0
904,A444RU,5,5
718,7B,3,1
500,M1376HA,5,4
634,Z7831E,4,2
803,Q6,5,2
495,1336MT,4,1
598,Z09VK,5,1
282,X360T,2,1
708,IW00C,5,1
772,8C,5,4
235,1HU,4,2
463,5203,2,0
866,3754,5,5
67,37,3,3
37,PO27F,2,0
635,U8608W,1,0
153,HK18TL,1,1
967,ND107LV,3,0
887,UW9O,5,2
639,792AN,4,4
430,11FX,2,2
929,AS2643EK,3,3
814,DJ441P,5,4
506,VB359OI,5,3
548,46XB,3,3
670,SC437,3,2
10,420DX,4,0
363,FX83,3,1
68,UX7,2,2
126,K0NW,5,2
195,KS80,3,1
67,R66CF,5,3
781,RN82TY,3,3
518,P913UP,4,0
984,DA9684AY,2,2
240,AK8XY,1,1
852,V79,5,4
658,G9670UL,4,1
772,RE35IU,3,0
436,1203,1,0
868,XK7255,4,4
435,968,3,2
709,R1740UX,1,1
681,0,2,1
945,ZO1102N,2,2
938,Q26GP,5,4
125,E8867,2,2
385,GI11M,1,1
664,N484,3,1
663,ZD78IO,3,1
898,TD4P,2,1
389,C4036E,3,2
303,2,3,3
942,R3633AP,1,1
530,98T,3,1
955,K884,4,2
12,C6884K,1,1
636,5,1,1
539,FL7703,2,1
995,XI12TD,1,0
309,1549E,1,1
374,R8135B,1,0
438,LX4857RI,3,2
682,QH29F,2,0
671,6M,5,1
544,JN379DO,2,0
434,32JQ,3,3
182,P53,1,0
618,VT6B,1,0
485,8F,3,0
652,VT144,4,3
801,VX00,3,1
458,R8403,2,0
981,US25B,3,0
785,G22G,1,0
438,TC9449M,3,1
926,MI420NO,1,1
449,XT19VG,4,3
91,GL8,2,0
572,03LN,4,0
565,08T,5,2
537,800UL,5,2
888,TQ1,5,4
263,95Z,2,1
936,9,5,0
376,DP790TU,2,1
777,UK260F,3,1
40,6KL,2,1
823,DJ4MR,3,3
925,GS0143,1,1
647,L658N,5,1
488,YP853E,3,0
989,AT26K,3,1
113,X47NP,4,0
726,R4B,2,1
233,8,4,1
465,W592,4,2
711,4,2,0
246,T8176X,1,1
979,0C,1,1
735,647D,2,0
639,A058,3,0
859,0G,3,2
842,54QR,1,1
603,B7UZ,1,0
698,4477W,1,0
596,585QF,5,2
562,R3139,2,2
788,7T,4,3
566,UE728JX,3,1
220,YT171,4,4
306,QJ1F,2,2
631,435X,3,2
887,OD1BC,3,2
449,K451W,4,0
667,F61D,5,1
205,F886C,2,0
910,0,1,0
98,C4023,3,2
989,68,2,1
331,A02,5,0
875,2278O,1,1
720,Q4,3,1
401,P3,2,2
575,CA673F,5,1
746,QO10N,2,1
844,875,4,3
908,NK006FR,5,2
781,361,3,2
207,56I,2,0
477,5932MV,1,1
179,I109,1,1
302,KF9Z,3,1
838,9896WE,3,0
983,Z4679MH,2,0
541,S2,2,1
912,078N,2,2
508,3867H,4,4
804,C1284UL,1,1
739,M905I,2,2
574,L9B,3,1
906,3JU,4,2
618,PG53Q,2,2
324,JU4R,4,2
972,S5,3,3
13,6TY,2,2
827,YF874F,1,1
685,B405V,1,0
851,5K,5,3
137,8NT,4,3
681,43,3,3
969,P565B,3,3
539,N1619UZ,3,0
987,P888DX,1,0
4,C9067,1,1
189,DT8186,3,0
864,340,2,2
573,VA3397,1,1
797,1W,3,1
272,E2088D,2,2
634,P84B,1,1
934,T17R,1,1
915,U1124,4,3
94,J0,5,4
983,Z728,3,0
728,88BL,2,1
84,C494,1,1
549,46N,5,5
706,TU328JI,4,3
69,25PF,4,1
818,557,4,1
563,14X,4,0
608,26E,5,2
454,55WJ,2,1
449,V2058SG,2,1
719,SH4I,5,4
738,75,2,2
498,QS711J,2,1
199,28TS,4,0
